industry,RMSE_selected,MAE_selected,RMSE_baseline,MAE_baseline,RMSE_lm,MAE_lm,n_predictions
1001,1.0944890745981506,0.7573063587788113,1.19078836199159,0.831538600685772,1.0887280396936503,0.7658965287909705,9840
3003,1.4445644763976078,1.0315721793952752,1.456392348243834,1.0429712064808463,1.4492156499505409,1.038592744525908,7395
3013,1.4434746480351726,0.9579517361170461,1.438722724448333,0.9718273422885514,1.4371898399017868,0.9594392198628868,11435
5001,1.2699002584712409,0.8245078476065916,1.3093952455724729,0.854399237690583,1.2556358400503616,0.824901902795558,12525
