"tau","core_model","true_rmse","true_mae","pE","pQ","pV","N","lambda","rho","truth","rep"
0.6,"M2",1.03702056186227,0.833823393264526,0.4,1,0.2,200,0.85,0.4,"M7",5
0.7,"M2",1.03702056186227,0.833823393264526,0.4,1,0.2,200,0.85,0.4,"M7",5
0.8,"M2",1.03702056186227,0.833823393264526,0.4,1,0.2,200,0.85,0.4,"M7",5
0.6,"M1",1.05175204392947,0.836980419546592,0.8,0.5,0.5,200,0.85,0.4,"M7",6
0.7,"M1",1.05175204392947,0.836980419546592,0.8,0.5,0.5,200,0.85,0.4,"M7",6
0.8,"M1",1.05175204392947,0.836980419546592,0.8,0.5,0.5,200,0.85,0.4,"M7",6
0.6,"M5",1.04072649589201,0.82985202905925,1,0,0.8,200,0.85,0.4,"M7",7
0.7,"M5",1.04072649589201,0.82985202905925,1,0,0.8,200,0.85,0.4,"M7",7
0.8,"M5",1.04072649589201,0.82985202905925,1,0,0.8,200,0.85,0.4,"M7",7
0.6,"M2",1.04315149244305,0.831776498641807,0.4,1,0.1,200,0.85,0.4,"M7",8
0.7,"M2",1.04315149244305,0.831776498641807,0.4,1,0.1,200,0.85,0.4,"M7",8
0.8,"M2",1.04315149244305,0.831776498641807,0.4,1,0.1,200,0.85,0.4,"M7",8
0.6,"M4",1.0063880847009,0.804861744051712,0.7,1,0.1,200,0.85,0.4,"M7",9
0.7,"M4",1.0063880847009,0.804861744051712,0.7,1,0.1,200,0.85,0.4,"M7",9
0.8,"M2",1.01380064711398,0.808822794187791,0.7,1,0.1,200,0.85,0.4,"M7",9
0.6,"M4",1.02362798033718,0.816826048627366,0.9,1,0,200,0.85,0.4,"M7",10
0.7,"M4",1.02362798033718,0.816826048627366,0.9,1,0,200,0.85,0.4,"M7",10
0.8,"M4",1.02362798033718,0.816826048627366,0.9,1,0,200,0.85,0.4,"M7",10
0.6,"M6",1.03568448670568,0.827239546982246,0.4,0.7,0.8,200,0.85,0.4,"M7",11
0.7,"M6",1.03568448670568,0.827239546982246,0.4,0.7,0.8,200,0.85,0.4,"M7",11
0.8,"M3",1.04580346621834,0.835829177178369,0.4,0.7,0.8,200,0.85,0.4,"M7",11
0.6,"M6",1.04777251887674,0.835513064828956,0.3,1,0.6,200,0.85,0.4,"M7",12
0.7,"M2",1.05496160451661,0.84117840065771,0.3,1,0.6,200,0.85,0.4,"M7",12
0.8,"M2",1.05496160451661,0.84117840065771,0.3,1,0.6,200,0.85,0.4,"M7",12
0.6,"M6",1.02911792689034,0.824752142957121,0.5,0.8,0.9,200,0.85,0.4,"M7",13
0.7,"M6",1.02911792689034,0.824752142957121,0.5,0.8,0.9,200,0.85,0.4,"M7",13
0.8,"M6",1.02911792689034,0.824752142957121,0.5,0.8,0.9,200,0.85,0.4,"M7",13
0.6,"M7",1.06176285034582,0.848857334911343,0.7,1,0.9,200,0.85,0.4,"M7",14
0.7,"M7",1.06176285034582,0.848857334911343,0.7,1,0.9,200,0.85,0.4,"M7",14
0.8,"M6",1.06382236014924,0.851105254481491,0.7,1,0.9,200,0.85,0.4,"M7",14
0.6,"M4",1.02001701153257,0.81152135047794,0.6,1,0.5,200,0.85,0.4,"M7",15
0.7,"M2",1.02828431921793,0.819833616917868,0.6,1,0.5,200,0.85,0.4,"M7",15
0.8,"M2",1.02828431921793,0.819833616917868,0.6,1,0.5,200,0.85,0.4,"M7",15
0.6,"M6",1.03074792316265,0.819991270156416,0.2,0.8,1,200,0.85,0.4,"M7",16
0.7,"M6",1.03074792316265,0.819991270156416,0.2,0.8,1,200,0.85,0.4,"M7",16
0.8,"M6",1.03074792316265,0.819991270156416,0.2,0.8,1,200,0.85,0.4,"M7",16
0.6,"M0",1.05337973881876,0.84291637534909,0,0.4,0.2,200,0.85,0.4,"M7",17
0.7,"M0",1.05337973881876,0.84291637534909,0,0.4,0.2,200,0.85,0.4,"M7",17
0.8,"M0",1.05337973881876,0.84291637534909,0,0.4,0.2,200,0.85,0.4,"M7",17
0.6,"M4",1.02297986399966,0.818290962388105,1,1,0,200,0.85,0.4,"M7",18
0.7,"M4",1.02297986399966,0.818290962388105,1,1,0,200,0.85,0.4,"M7",18
0.8,"M4",1.02297986399966,0.818290962388105,1,1,0,200,0.85,0.4,"M7",18
0.6,"M4",1.04309063645368,0.832188342673104,1,0.8,0.2,200,0.85,0.4,"M7",19
0.7,"M4",1.04309063645368,0.832188342673104,1,0.8,0.2,200,0.85,0.4,"M7",19
0.8,"M4",1.04309063645368,0.832188342673104,1,0.8,0.2,200,0.85,0.4,"M7",19
0.6,"M7",1.01303239381154,0.808039669604322,0.7,1,0.9,200,0.85,0.4,"M7",20
0.7,"M7",1.01303239381154,0.808039669604322,0.7,1,0.9,200,0.85,0.4,"M7",20
0.8,"M6",1.02448058202068,0.816692239027214,0.7,1,0.9,200,0.85,0.4,"M7",20
0.6,"M5",1.030233161165,0.827595255082786,0.8,0.2,1,200,0.85,0.4,"M7",21
0.7,"M5",1.030233161165,0.827595255082786,0.8,0.2,1,200,0.85,0.4,"M7",21
0.8,"M5",1.030233161165,0.827595255082786,0.8,0.2,1,200,0.85,0.4,"M7",21
0.6,"M5",1.04851227707529,0.835498503520079,0.6,0.5,0.7,200,0.85,0.4,"M7",22
0.7,"M3",1.05857751791442,0.844399374691828,0.6,0.5,0.7,200,0.85,0.4,"M7",22
0.8,"M0",1.09324255722446,0.873266431962454,0.6,0.5,0.7,200,0.85,0.4,"M7",22
0.6,"M7",1.02378783213811,0.817434119937035,0.8,0.9,0.7,200,0.85,0.4,"M7",23
0.7,"M7",1.02378783213811,0.817434119937035,0.8,0.9,0.7,200,0.85,0.4,"M7",23
0.8,"M4",1.02832991441357,0.819011811082276,0.8,0.9,0.7,200,0.85,0.4,"M7",23
0.6,"M2",1.03897726609567,0.825169845687205,0,1,0.1,200,0.85,0.4,"M7",24
0.7,"M2",1.03897726609567,0.825169845687205,0,1,0.1,200,0.85,0.4,"M7",24
0.8,"M2",1.03897726609567,0.825169845687205,0,1,0.1,200,0.85,0.4,"M7",24
0.6,"M5",1.02706342505958,0.820089560345589,0.7,0.3,1,200,0.85,0.4,"M7",25
0.7,"M5",1.02706342505958,0.820089560345589,0.7,0.3,1,200,0.85,0.4,"M7",25
0.8,"M3",1.03718607304691,0.82900493721858,0.7,0.3,1,200,0.85,0.4,"M7",25
0.6,"M1",1.07399778206579,0.860189146335758,0.8,0,0.1,200,0.85,0.4,"M7",26
0.7,"M1",1.07399778206579,0.860189146335758,0.8,0,0.1,200,0.85,0.4,"M7",26
0.8,"M1",1.07399778206579,0.860189146335758,0.8,0,0.1,200,0.85,0.4,"M7",26
0.6,"M2",1.05170267785835,0.837041633142571,0.4,1,0.3,200,0.85,0.4,"M7",27
0.7,"M2",1.05170267785835,0.837041633142571,0.4,1,0.3,200,0.85,0.4,"M7",27
0.8,"M2",1.05170267785835,0.837041633142571,0.4,1,0.3,200,0.85,0.4,"M7",27
0.6,"M5",1.02666429652486,0.815011261825708,0.9,0.3,1,200,0.85,0.4,"M7",28
0.7,"M5",1.02666429652486,0.815011261825708,0.9,0.3,1,200,0.85,0.4,"M7",28
0.8,"M5",1.02666429652486,0.815011261825708,0.9,0.3,1,200,0.85,0.4,"M7",28
0.6,"M6",1.03319067890838,0.829447680935297,0.5,0.8,1,200,0.85,0.4,"M7",29
0.7,"M6",1.03319067890838,0.829447680935297,0.5,0.8,1,200,0.85,0.4,"M7",29
0.8,"M6",1.03319067890838,0.829447680935297,0.5,0.8,1,200,0.85,0.4,"M7",29
0.6,"M5",1.04070825776402,0.83260601743204,1,0.1,1,200,0.85,0.4,"M7",30
0.7,"M5",1.04070825776402,0.83260601743204,1,0.1,1,200,0.85,0.4,"M7",30
0.8,"M5",1.04070825776402,0.83260601743204,1,0.1,1,200,0.85,0.4,"M7",30
0.6,"M3",1.04454084888514,0.829036338794685,0.1,0.2,1,200,0.85,0.4,"M7",31
0.7,"M3",1.04454084888514,0.829036338794685,0.1,0.2,1,200,0.85,0.4,"M7",31
0.8,"M3",1.04454084888514,0.829036338794685,0.1,0.2,1,200,0.85,0.4,"M7",31
0.6,"M2",1.04149435109753,0.833011786119608,0.4,1,0,200,0.85,0.4,"M7",32
0.7,"M2",1.04149435109753,0.833011786119608,0.4,1,0,200,0.85,0.4,"M7",32
0.8,"M2",1.04149435109753,0.833011786119608,0.4,1,0,200,0.85,0.4,"M7",32
0.6,"M6",1.02835252325367,0.81999902157678,0.1,0.9,0.7,200,0.85,0.4,"M7",33
0.7,"M6",1.02835252325367,0.81999902157678,0.1,0.9,0.7,200,0.85,0.4,"M7",33
0.8,"M2",1.03771232059852,0.825742284433964,0.1,0.9,0.7,200,0.85,0.4,"M7",33
0.6,"M5",1.05767806589246,0.844303473524753,1,0.3,1,200,0.85,0.4,"M7",34
0.7,"M5",1.05767806589246,0.844303473524753,1,0.3,1,200,0.85,0.4,"M7",34
0.8,"M5",1.05767806589246,0.844303473524753,1,0.3,1,200,0.85,0.4,"M7",34
0.6,"M7",1.00947058467624,0.807079503203762,1,0.7,0.8,200,0.85,0.4,"M7",35
0.7,"M7",1.00947058467624,0.807079503203762,1,0.7,0.8,200,0.85,0.4,"M7",35
0.8,"M5",1.01285360308232,0.811040929455827,1,0.7,0.8,200,0.85,0.4,"M7",35
0.6,"M6",1.02936379129766,0.823188459625563,0.1,0.9,0.9,200,0.85,0.4,"M7",36
0.7,"M6",1.02936379129766,0.823188459625563,0.1,0.9,0.9,200,0.85,0.4,"M7",36
0.8,"M6",1.02936379129766,0.823188459625563,0.1,0.9,0.9,200,0.85,0.4,"M7",36
0.6,"M7",1.04950707233226,0.830542179044132,1,1,0.7,200,0.85,0.4,"M7",37
0.7,"M7",1.04950707233226,0.830542179044132,1,1,0.7,200,0.85,0.4,"M7",37
0.8,"M4",1.05673520420595,0.836447877293542,1,1,0.7,200,0.85,0.4,"M7",37
0.6,"M2",1.02730316662148,0.822625897715891,0,1,0.5,200,0.85,0.4,"M7",38
0.7,"M2",1.02730316662148,0.822625897715891,0,1,0.5,200,0.85,0.4,"M7",38
0.8,"M2",1.02730316662148,0.822625897715891,0,1,0.5,200,0.85,0.4,"M7",38
0.6,"M2",1.02652971434636,0.818771925248892,0,0.9,0.3,200,0.85,0.4,"M7",39
0.7,"M2",1.02652971434636,0.818771925248892,0,0.9,0.3,200,0.85,0.4,"M7",39
0.8,"M2",1.02652971434636,0.818771925248892,0,0.9,0.3,200,0.85,0.4,"M7",39
0.6,"M5",1.02749290831805,0.824402036061365,0.6,0,1,200,0.85,0.4,"M7",40
0.7,"M3",1.03672599214465,0.830881001164756,0.6,0,1,200,0.85,0.4,"M7",40
0.8,"M3",1.03672599214465,0.830881001164756,0.6,0,1,200,0.85,0.4,"M7",40
0.6,"M7",1.02260221290408,0.813940138153565,0.9,0.9,0.6,200,0.85,0.4,"M7",41
0.7,"M4",1.02681673365178,0.816792980703495,0.9,0.9,0.6,200,0.85,0.4,"M7",41
0.8,"M4",1.02681673365178,0.816792980703495,0.9,0.9,0.6,200,0.85,0.4,"M7",41
0.6,"M6",1.04024160318199,0.829346832249874,0.3,1,0.8,200,0.85,0.4,"M7",42
0.7,"M6",1.04024160318199,0.829346832249874,0.3,1,0.8,200,0.85,0.4,"M7",42
0.8,"M6",1.04024160318199,0.829346832249874,0.3,1,0.8,200,0.85,0.4,"M7",42
0.6,"M6",1.04737369467483,0.834074489832374,0,0.9,1,200,0.85,0.4,"M7",43
0.7,"M6",1.04737369467483,0.834074489832374,0,0.9,1,200,0.85,0.4,"M7",43
0.8,"M6",1.04737369467483,0.834074489832374,0,0.9,1,200,0.85,0.4,"M7",43
0.6,"M3",1.01113476859851,0.806859502837716,0.5,0.1,1,200,0.85,0.4,"M7",44
0.7,"M3",1.01113476859851,0.806859502837716,0.5,0.1,1,200,0.85,0.4,"M7",44
0.8,"M3",1.01113476859851,0.806859502837716,0.5,0.1,1,200,0.85,0.4,"M7",44
0.6,"M3",1.02979597005953,0.821452216203361,0,0.3,0.8,200,0.85,0.4,"M7",45
0.7,"M3",1.02979597005953,0.821452216203361,0,0.3,0.8,200,0.85,0.4,"M7",45
0.8,"M3",1.02979597005953,0.821452216203361,0,0.3,0.8,200,0.85,0.4,"M7",45
0.6,"M3",1.03015368861716,0.821946582961404,0.4,0.1,1,200,0.85,0.4,"M7",46
0.7,"M3",1.03015368861716,0.821946582961404,0.4,0.1,1,200,0.85,0.4,"M7",46
0.8,"M3",1.03015368861716,0.821946582961404,0.4,0.1,1,200,0.85,0.4,"M7",46
0.6,"M2",1.02376727251117,0.815118562268698,0.2,0.9,0.5,200,0.85,0.4,"M7",47
0.7,"M2",1.02376727251117,0.815118562268698,0.2,0.9,0.5,200,0.85,0.4,"M7",47
0.8,"M2",1.02376727251117,0.815118562268698,0.2,0.9,0.5,200,0.85,0.4,"M7",47
0.6,"M7",1.04157189652695,0.828519530939942,1,0.8,1,200,0.85,0.4,"M7",48
0.7,"M7",1.04157189652695,0.828519530939942,1,0.8,1,200,0.85,0.4,"M7",48
0.8,"M7",1.04157189652695,0.828519530939942,1,0.8,1,200,0.85,0.4,"M7",48
0.6,"M5",1.03222899130679,0.822879460882643,1,0.5,0.6,200,0.85,0.4,"M7",49
0.7,"M1",1.05036448114051,0.838551395408627,1,0.5,0.6,200,0.85,0.4,"M7",49
0.8,"M1",1.05036448114051,0.838551395408627,1,0.5,0.6,200,0.85,0.4,"M7",49
0.6,"M5",1.02840269251353,0.823341684774679,0.7,0,0.7,200,0.85,0.4,"M7",50
0.7,"M5",1.02840269251353,0.823341684774679,0.7,0,0.7,200,0.85,0.4,"M7",50
0.8,"M0",1.0630422299643,0.849635387509504,0.7,0,0.7,200,0.85,0.4,"M7",50
0.6,"M7",1.02042138756439,0.814747329798079,0.6,0.6,1,200,0.85,0.4,"M7",51
0.7,"M3",1.03241151552325,0.824631528084382,0.6,0.6,1,200,0.85,0.4,"M7",51
0.8,"M3",1.03241151552325,0.824631528084382,0.6,0.6,1,200,0.85,0.4,"M7",51
0.6,"M2",1.04237932087573,0.831811751378942,0.5,1,0,200,0.85,0.4,"M7",52
0.7,"M2",1.04237932087573,0.831811751378942,0.5,1,0,200,0.85,0.4,"M7",52
0.8,"M2",1.04237932087573,0.831811751378942,0.5,1,0,200,0.85,0.4,"M7",52
0.6,"M5",1.03721613461202,0.825482743910737,1,0,1,200,0.85,0.4,"M7",53
0.7,"M5",1.03721613461202,0.825482743910737,1,0,1,200,0.85,0.4,"M7",53
0.8,"M5",1.03721613461202,0.825482743910737,1,0,1,200,0.85,0.4,"M7",53
0.6,"M2",1.03643032783992,0.827889110645021,0.3,1,0,200,0.85,0.4,"M7",54
0.7,"M2",1.03643032783992,0.827889110645021,0.3,1,0,200,0.85,0.4,"M7",54
0.8,"M2",1.03643032783992,0.827889110645021,0.3,1,0,200,0.85,0.4,"M7",54
0.6,"M5",1.04033308569459,0.835001693955203,0.9,0.3,0.9,200,0.85,0.4,"M7",55
0.7,"M5",1.04033308569459,0.835001693955203,0.9,0.3,0.9,200,0.85,0.4,"M7",55
0.8,"M5",1.04033308569459,0.835001693955203,0.9,0.3,0.9,200,0.85,0.4,"M7",55
0.6,"M7",1.02366069666321,0.814770208759236,0.7,0.6,0.8,200,0.85,0.4,"M7",56
0.7,"M5",1.03351978233853,0.822088488110048,0.7,0.6,0.8,200,0.85,0.4,"M7",56
0.8,"M3",1.0410148406487,0.830339557976257,0.7,0.6,0.8,200,0.85,0.4,"M7",56
0.6,"M1",1.04352947713893,0.830985588410125,1,0.2,0.5,200,0.85,0.4,"M7",57
0.7,"M1",1.04352947713893,0.830985588410125,1,0.2,0.5,200,0.85,0.4,"M7",57
0.8,"M1",1.04352947713893,0.830985588410125,1,0.2,0.5,200,0.85,0.4,"M7",57
0.6,"M4",1.04324051035571,0.830100901247392,0.9,0.9,0.5,200,0.85,0.4,"M7",58
0.7,"M4",1.04324051035571,0.830100901247392,0.9,0.9,0.5,200,0.85,0.4,"M7",58
0.8,"M4",1.04324051035571,0.830100901247392,0.9,0.9,0.5,200,0.85,0.4,"M7",58
0.6,"M2",1.04025740507246,0.828982356349214,0.5,1,0.1,200,0.85,0.4,"M7",59
0.7,"M2",1.04025740507246,0.828982356349214,0.5,1,0.1,200,0.85,0.4,"M7",59
0.8,"M2",1.04025740507246,0.828982356349214,0.5,1,0.1,200,0.85,0.4,"M7",59
0.6,"M2",1.03292502816987,0.822842699366167,0.2,1,0.4,200,0.85,0.4,"M7",60
0.7,"M2",1.03292502816987,0.822842699366167,0.2,1,0.4,200,0.85,0.4,"M7",60
0.8,"M2",1.03292502816987,0.822842699366167,0.2,1,0.4,200,0.85,0.4,"M7",60
0.6,"M6",1.06851283499086,0.85063479925237,0.3,1,0.8,200,0.85,0.4,"M7",61
0.7,"M6",1.06851283499086,0.85063479925237,0.3,1,0.8,200,0.85,0.4,"M7",61
0.8,"M6",1.06851283499086,0.85063479925237,0.3,1,0.8,200,0.85,0.4,"M7",61
0.6,"M6",1.0427349145749,0.829187767415348,0.5,1,0.9,200,0.85,0.4,"M7",62
0.7,"M6",1.0427349145749,0.829187767415348,0.5,1,0.9,200,0.85,0.4,"M7",62
0.8,"M6",1.0427349145749,0.829187767415348,0.5,1,0.9,200,0.85,0.4,"M7",62
0.6,"M6",1.0190746899949,0.809300816663461,0.1,0.9,0.7,200,0.85,0.4,"M7",63
0.7,"M6",1.0190746899949,0.809300816663461,0.1,0.9,0.7,200,0.85,0.4,"M7",63
0.8,"M2",1.02917713823764,0.818256139632339,0.1,0.9,0.7,200,0.85,0.4,"M7",63
0.6,"M7",1.02526535668968,0.819056085288685,1,0.6,0.7,200,0.85,0.4,"M7",64
0.7,"M5",1.03315278490546,0.826328950147778,1,0.6,0.7,200,0.85,0.4,"M7",64
0.8,"M1",1.05053380062309,0.841111526197113,1,0.6,0.7,200,0.85,0.4,"M7",64
0.6,"M7",1.05201667131242,0.837912579630376,0.7,1,1,200,0.85,0.4,"M7",65
0.7,"M7",1.05201667131242,0.837912579630376,0.7,1,1,200,0.85,0.4,"M7",65
0.8,"M6",1.05806244106343,0.842386138033586,0.7,1,1,200,0.85,0.4,"M7",65
0.6,"M4",1.02783595454208,0.814387078164572,0.9,0.9,0.4,200,0.85,0.4,"M7",66
0.7,"M4",1.02783595454208,0.814387078164572,0.9,0.9,0.4,200,0.85,0.4,"M7",66
0.8,"M4",1.02783595454208,0.814387078164572,0.9,0.9,0.4,200,0.85,0.4,"M7",66
0.6,"M5",1.01448904842536,0.810234050956928,0.9,0.4,1,200,0.85,0.4,"M7",67
0.7,"M5",1.01448904842536,0.810234050956928,0.9,0.4,1,200,0.85,0.4,"M7",67
0.8,"M5",1.01448904842536,0.810234050956928,0.9,0.4,1,200,0.85,0.4,"M7",67
0.6,"M0",1.06507707271736,0.852559002088524,0.3,0.5,0.5,200,0.85,0.4,"M7",68
0.7,"M0",1.06507707271736,0.852559002088524,0.3,0.5,0.5,200,0.85,0.4,"M7",68
0.8,"M0",1.06507707271736,0.852559002088524,0.3,0.5,0.5,200,0.85,0.4,"M7",68
0.6,"M4",1.00852119884306,0.804901443462829,0.7,1,0.4,200,0.85,0.4,"M7",69
0.7,"M4",1.00852119884306,0.804901443462829,0.7,1,0.4,200,0.85,0.4,"M7",69
0.8,"M2",1.01372764961632,0.809347204348897,0.7,1,0.4,200,0.85,0.4,"M7",69
0.6,"M7",1.02956922302646,0.822655026643037,0.8,0.7,0.9,200,0.85,0.4,"M7",70
0.7,"M7",1.02956922302646,0.822655026643037,0.8,0.7,0.9,200,0.85,0.4,"M7",70
0.8,"M5",1.03665384935312,0.826891469863808,0.8,0.7,0.9,200,0.85,0.4,"M7",70
0.6,"M3",1.01988284071065,0.81464475632439,0.3,0.5,0.7,200,0.85,0.4,"M7",71
0.7,"M3",1.01988284071065,0.81464475632439,0.3,0.5,0.7,200,0.85,0.4,"M7",71
0.8,"M0",1.0492228703914,0.839115052864327,0.3,0.5,0.7,200,0.85,0.4,"M7",71
0.6,"M5",1.03948045980071,0.837905341085,1,0.2,0.9,200,0.85,0.4,"M7",72
0.7,"M5",1.03948045980071,0.837905341085,1,0.2,0.9,200,0.85,0.4,"M7",72
0.8,"M5",1.03948045980071,0.837905341085,1,0.2,0.9,200,0.85,0.4,"M7",72
0.6,"M5",1.02947158833595,0.815854346321533,0.9,0.4,0.9,200,0.85,0.4,"M7",73
0.7,"M5",1.02947158833595,0.815854346321533,0.9,0.4,0.9,200,0.85,0.4,"M7",73
0.8,"M5",1.02947158833595,0.815854346321533,0.9,0.4,0.9,200,0.85,0.4,"M7",73
0.6,"M3",1.03677832027516,0.830074697305683,0.1,0,1,200,0.85,0.4,"M7",74
0.7,"M3",1.03677832027516,0.830074697305683,0.1,0,1,200,0.85,0.4,"M7",74
0.8,"M3",1.03677832027516,0.830074697305683,0.1,0,1,200,0.85,0.4,"M7",74
0.6,"M5",1.01279486628067,0.807376517110333,0.9,0.4,1,200,0.85,0.4,"M7",75
0.7,"M5",1.01279486628067,0.807376517110333,0.9,0.4,1,200,0.85,0.4,"M7",75
0.8,"M5",1.01279486628067,0.807376517110333,0.9,0.4,1,200,0.85,0.4,"M7",75
0.6,"M5",1.03123157189503,0.823732601844937,0.8,0.2,1,200,0.85,0.4,"M7",76
0.7,"M5",1.03123157189503,0.823732601844937,0.8,0.2,1,200,0.85,0.4,"M7",76
0.8,"M5",1.03123157189503,0.823732601844937,0.8,0.2,1,200,0.85,0.4,"M7",76
0.6,"M5",1.01505410629429,0.811977594683981,0.9,0.3,1,200,0.85,0.4,"M7",77
0.7,"M5",1.01505410629429,0.811977594683981,0.9,0.3,1,200,0.85,0.4,"M7",77
0.8,"M5",1.01505410629429,0.811977594683981,0.9,0.3,1,200,0.85,0.4,"M7",77
0.6,"M7",1.01929762049056,0.81179495902173,0.9,1,0.8,200,0.85,0.4,"M7",78
0.7,"M7",1.01929762049056,0.81179495902173,0.9,1,0.8,200,0.85,0.4,"M7",78
0.8,"M7",1.01929762049056,0.81179495902173,0.9,1,0.8,200,0.85,0.4,"M7",78
0.6,"M3",1.0488341984458,0.838110942062917,0,0,1,200,0.85,0.4,"M7",79
0.7,"M3",1.0488341984458,0.838110942062917,0,0,1,200,0.85,0.4,"M7",79
0.8,"M3",1.0488341984458,0.838110942062917,0,0,1,200,0.85,0.4,"M7",79
0.6,"M6",1.02289514508307,0.812392587357271,0.4,1,0.8,200,0.85,0.4,"M7",80
0.7,"M6",1.02289514508307,0.812392587357271,0.4,1,0.8,200,0.85,0.4,"M7",80
0.8,"M6",1.02289514508307,0.812392587357271,0.4,1,0.8,200,0.85,0.4,"M7",80
0.6,"M5",1.04266101606257,0.831106082626714,0.6,0.5,0.7,200,0.85,0.4,"M7",81
0.7,"M3",1.04904613359272,0.835911531224261,0.6,0.5,0.7,200,0.85,0.4,"M7",81
0.8,"M0",1.07361124958686,0.855842121001759,0.6,0.5,0.7,200,0.85,0.4,"M7",81
0.6,"M7",1.01707723269585,0.811411511135379,1,0.6,0.7,200,0.85,0.4,"M7",82
0.7,"M5",1.02436039814461,0.819158577968922,1,0.6,0.7,200,0.85,0.4,"M7",82
0.8,"M1",1.05065180622559,0.840484990330883,1,0.6,0.7,200,0.85,0.4,"M7",82
0.6,"M2",1.04333772008067,0.828395114547355,0.4,0.6,0,200,0.85,0.4,"M7",83
0.7,"M0",1.07353904184048,0.8528879494559,0.4,0.6,0,200,0.85,0.4,"M7",83
0.8,"M0",1.07353904184048,0.8528879494559,0.4,0.6,0,200,0.85,0.4,"M7",83
0.6,"M4",1.04360309361476,0.830046525978789,1,0.6,0.5,200,0.85,0.4,"M7",84
0.7,"M1",1.06544120808708,0.848171074581061,1,0.6,0.5,200,0.85,0.4,"M7",84
0.8,"M1",1.06544120808708,0.848171074581061,1,0.6,0.5,200,0.85,0.4,"M7",84
0.6,"M7",1.03800145538419,0.829512989961605,0.9,1,0.8,200,0.85,0.4,"M7",85
0.7,"M7",1.03800145538419,0.829512989961605,0.9,1,0.8,200,0.85,0.4,"M7",85
0.8,"M7",1.03800145538419,0.829512989961605,0.9,1,0.8,200,0.85,0.4,"M7",85
0.6,"M6",1.05538771138688,0.846028860597722,0.5,0.8,0.8,200,0.85,0.4,"M7",86
0.7,"M6",1.05538771138688,0.846028860597722,0.5,0.8,0.8,200,0.85,0.4,"M7",86
0.8,"M6",1.05538771138688,0.846028860597722,0.5,0.8,0.8,200,0.85,0.4,"M7",86
0.6,"M6",1.03099056355068,0.822813701075742,0,0.8,1,200,0.85,0.4,"M7",87
0.7,"M6",1.03099056355068,0.822813701075742,0,0.8,1,200,0.85,0.4,"M7",87
0.8,"M6",1.03099056355068,0.822813701075742,0,0.8,1,200,0.85,0.4,"M7",87
0.6,"M6",1.03603061117451,0.824837526779862,0.5,0.9,0.6,200,0.85,0.4,"M7",88
0.7,"M2",1.04407594252651,0.833081550191852,0.5,0.9,0.6,200,0.85,0.4,"M7",88
0.8,"M2",1.04407594252651,0.833081550191852,0.5,0.9,0.6,200,0.85,0.4,"M7",88
0.6,"M6",1.02567068312396,0.816796944132172,0.3,0.9,0.8,200,0.85,0.4,"M7",89
0.7,"M6",1.02567068312396,0.816796944132172,0.3,0.9,0.8,200,0.85,0.4,"M7",89
0.8,"M6",1.02567068312396,0.816796944132172,0.3,0.9,0.8,200,0.85,0.4,"M7",89
0.6,"M5",1.02539554566786,0.816612873954445,0.7,0.5,0.7,200,0.85,0.4,"M7",90
0.7,"M5",1.02539554566786,0.816612873954445,0.7,0.5,0.7,200,0.85,0.4,"M7",90
0.8,"M0",1.05786088733377,0.843053271750792,0.7,0.5,0.7,200,0.85,0.4,"M7",90
0.6,"M6",1.03174441921521,0.824116894481822,0,0.8,1,200,0.85,0.4,"M7",91
0.7,"M6",1.03174441921521,0.824116894481822,0,0.8,1,200,0.85,0.4,"M7",91
0.8,"M6",1.03174441921521,0.824116894481822,0,0.8,1,200,0.85,0.4,"M7",91
0.6,"M3",1.04808237921694,0.835687399557144,0.1,0.5,1,200,0.85,0.4,"M7",92
0.7,"M3",1.04808237921694,0.835687399557144,0.1,0.5,1,200,0.85,0.4,"M7",92
0.8,"M3",1.04808237921694,0.835687399557144,0.1,0.5,1,200,0.85,0.4,"M7",92
0.6,"M2",1.03324662486812,0.824085733760605,0.3,1,0.3,200,0.85,0.4,"M7",93
0.7,"M2",1.03324662486812,0.824085733760605,0.3,1,0.3,200,0.85,0.4,"M7",93
0.8,"M2",1.03324662486812,0.824085733760605,0.3,1,0.3,200,0.85,0.4,"M7",93
0.6,"M6",1.02999992661202,0.8280598451759,0.3,0.7,1,200,0.85,0.4,"M7",94
0.7,"M6",1.02999992661202,0.8280598451759,0.3,0.7,1,200,0.85,0.4,"M7",94
0.8,"M3",1.03812204060674,0.83421450035343,0.3,0.7,1,200,0.85,0.4,"M7",94
0.6,"M6",1.04819083214021,0.840696223607441,0.1,1,0.8,200,0.85,0.4,"M7",95
0.7,"M6",1.04819083214021,0.840696223607441,0.1,1,0.8,200,0.85,0.4,"M7",95
0.8,"M6",1.04819083214021,0.840696223607441,0.1,1,0.8,200,0.85,0.4,"M7",95
0.6,"M4",1.04273971460912,0.835271512381183,0.7,0.7,0.5,200,0.85,0.4,"M7",96
0.7,"M4",1.04273971460912,0.835271512381183,0.7,0.7,0.5,200,0.85,0.4,"M7",96
0.8,"M0",1.06664192254441,0.85293116045215,0.7,0.7,0.5,200,0.85,0.4,"M7",96
0.6,"M6",1.04003397356899,0.832214104133149,0,1,0.7,200,0.85,0.4,"M7",97
0.7,"M6",1.04003397356899,0.832214104133149,0,1,0.7,200,0.85,0.4,"M7",97
0.8,"M2",1.05206212144417,0.841428598482679,0,1,0.7,200,0.85,0.4,"M7",97
