N,lambda,rho,truth,tau,core_model,true_rmse,true_mae,pE,pQ,pV,n
200,0.85,0.4,M6,0.6,M3,1.0298566963510296,0.820932779226775,0.1349206349206349,0.19365079365079366,0.9126984126984127,63
200,0.85,0.4,M6,0.6,M4,1.0428129383715183,0.8320446043104056,0.8222222222222222,0.9,0.17777777777777778,9
200,0.85,0.4,M6,0.6,M5,1.0311573540862227,0.822268927896913,0.7,0.2,0.9538461538461539,13
200,0.85,0.4,M6,0.6,M6,1.023629423078805,0.8168033365272833,0.16607142857142856,0.8178571428571428,0.8535714285714285,56
200,0.85,0.4,M6,0.6,M7,1.0333218169892695,0.8236286238664964,0.6833333333333333,0.7666666666666666,0.8333333333333334,6
200,0.85,0.4,M6,0.7,M0,1.0551150338193789,0.8412618872843509,0.2,0.3769230769230769,0.43846153846153846,13
200,0.85,0.4,M6,0.7,M2,1.0277767729702294,0.8201719964512099,0.12115384615384615,0.9038461538461539,0.2653846153846154,52
200,0.85,0.4,M6,0.7,M3,1.0295767266799456,0.8209555552993161,0.1949367088607595,0.25949367088607594,0.9240506329113924,79
200,0.85,0.4,M6,0.7,M4,1.0435687707972876,0.8332925026862426,0.8875000000000001,0.925,0.1875,8
200,0.85,0.4,M6,0.7,M5,1.0353081974955358,0.8262813400280518,0.8166666666666667,0.1,0.9833333333333334,6
200,0.85,0.4,M6,0.7,M6,1.023324424134613,0.8164802836589022,0.1975609756097561,0.8634146341463415,0.8829268292682927,41
200,0.85,0.4,M6,0.7,M7,1.043681499254094,0.8335193752027704,0.8,0.9,1,1
200,0.85,0.4,M6,0.8,M0,1.0533977068399685,0.8392598689075192,0.22,0.49666666666666665,0.51,30
200,0.85,0.4,M6,0.8,M1,1.0477149217131008,0.8392222799095223,0.9,0.7,0.6,1
200,0.85,0.4,M6,0.8,M2,1.0264833978888352,0.8192290433574286,0.10204081632653061,0.9387755102040817,0.2857142857142857,49
200,0.85,0.4,M6,0.8,M3,1.0296620498939184,0.8213342757760997,0.215,0.27625,0.9450000000000001,80
200,0.85,0.4,M6,0.8,M4,1.045568045365545,0.8344060123455032,0.8857142857142858,0.9571428571428572,0.12857142857142856,7
200,0.85,0.4,M6,0.8,M5,1.0347057891562566,0.8247956053512586,0.875,0.05,1,4
200,0.85,0.4,M6,0.8,M6,1.024424495755154,0.8175605166807223,0.17857142857142858,0.9,0.9178571428571429,28
200,0.85,0.4,M6,0.8,M7,1.043681499254094,0.8335193752027704,0.8,0.9,1,1
200,0.85,0.4,M7,0.6,M0,1.0592284057680597,0.8477376887188072,0.15,0.45,0.35,2
200,0.85,0.4,M7,0.6,M1,1.05253204330911,0.8398880338168438,0.88,0.32,0.32,5
200,0.85,0.4,M7,0.6,M2,1.0387427014162238,0.828736810155732,0.2482758620689655,0.9689655172413794,0.19310344827586207,29
200,0.85,0.4,M7,0.6,M3,1.0429062293456792,0.8318049059819463,0.2482758620689655,0.20689655172413793,0.9413793103448276,29
200,0.85,0.4,M7,0.6,M4,1.0341738630437036,0.8246123377412924,0.8178571428571428,0.9142857142857143,0.2642857142857143,28
200,0.85,0.4,M7,0.6,M5,1.0318815041674936,0.823992590340347,0.8468085106382979,0.2574468085106383,0.9,47
200,0.85,0.4,M7,0.6,M6,1.0348042880984278,0.8260726373174674,0.2235294117647059,0.8676470588235294,0.8382352941176471,34
200,0.85,0.4,M7,0.6,M7,1.0269825630586085,0.8189660141969393,0.85,0.8115384615384615,0.8115384615384615,26
200,0.85,0.4,M7,0.7,M0,1.0644318672739386,0.8478617049963298,0.3,0.5,0.325,4
200,0.85,0.4,M7,0.7,M1,1.0547336082959737,0.8421528246916671,0.9333333333333333,0.3888888888888889,0.43333333333333335,9
200,0.85,0.4,M7,0.7,M2,1.0391721978549522,0.8293866997312366,0.2914285714285714,0.9714285714285714,0.24857142857142858,35
200,0.85,0.4,M7,0.7,M3,1.04235957028129,0.8316371511644366,0.34249999999999997,0.2525,0.93,40
200,0.85,0.4,M7,0.7,M4,1.033853300108978,0.8243602035865625,0.8576923076923078,0.9153846153846154,0.2846153846153846,26
200,0.85,0.4,M7,0.7,M5,1.0308397475282478,0.8231818085346243,0.8897435897435898,0.26666666666666666,0.9179487179487179,39
200,0.85,0.4,M7,0.7,M6,1.0354297912465855,0.8264290435709531,0.20666666666666667,0.8766666666666667,0.8633333333333333,30
200,0.85,0.4,M7,0.7,M7,1.0282669383582999,0.8202993325025146,0.8705882352941177,0.8705882352941177,0.8411764705882353,17
200,0.85,0.4,M7,0.8,M0,1.0671451543070622,0.8518076989873068,0.4666666666666667,0.45,0.5499999999999999,12
200,0.85,0.4,M7,0.8,M1,1.0553027016885934,0.8429636173846184,0.9333333333333333,0.45,0.4666666666666667,12
200,0.85,0.4,M7,0.8,M2,1.0381314458246587,0.8284403112116513,0.3068181818181818,0.9704545454545455,0.29318181818181815,44
200,0.85,0.4,M7,0.8,M3,1.0415787839904362,0.8311622857250254,0.358695652173913,0.2956521739130435,0.9478260869565217,46
200,0.85,0.4,M7,0.8,M4,1.0357946429953537,0.8254160244400042,0.8958333333333334,0.925,0.36666666666666664,24
200,0.85,0.4,M7,0.8,M5,1.0321236021891005,0.82438059259880625,0.9294117647058824,0.29411764705882354,0.9323529411764706,34
200,0.85,0.4,M7,0.8,M6,1.0379211628922733,0.8279817348072379,0.2818181818181818,0.9181818181818182,0.9136363636363637,22
200,0.85,0.4,M7,0.8,M7,1.022579989400871,0.81520819541209,0.9,0.9,0.8666666666666667,6
500,0.7,0,M0,0.6,M0,1.019297129545793,0.8136453796472324,0.14651162790697675,0.15465116279069768,0.16395348837209303,86
500,0.7,0,M0,0.6,M1,1.0210242471242377,0.8147000621130202,0.8,0.18095238095238095,0.14285714285714285,21
500,0.7,0,M0,0.6,M2,1.0201160215991012,0.8141441460166152,0.18536585365853658,0.7560975609756098,0.1878048780487805,41
500,0.7,0,M0,0.6,M3,1.0233140994644576,0.8164038077657809,0.13428571428571429,0.15142857142857144,0.8542857142857143,35
500,0.7,0,M0,0.6,M5,1.0232911760665384,0.818245308646278,0.8833333333333333,0.25,0.7833333333333333,6
500,0.7,0,M0,0.6,M6,1.0246820905593443,0.8176716090973111,0.23,0.86,0.74,10
500,0.7,0,M0,0.6,M7,1.02149451005593,0.8179246710395282,0.7,0.9,0.9,1
500,0.7,0,M0,0.7,M0,1.0193624762653555,0.8136663541834235,0.16203703703703703,0.21296296296296297,0.1962962962962963,108
500,0.7,0,M0,0.7,M1,1.0215742627612685,0.8150056202799737,0.8333333333333334,0.15555555555555556,0.11111111111111112,18
500,0.7,0,M0,0.7,M2,1.0203322427465504,0.8143253263301751,0.19333333333333333,0.8433333333333334,0.21333333333333335,30
500,0.7,0,M0,0.7,M3,1.023859715741083,0.816671687014324,0.14333333333333334,0.16666666666666669,0.8966666666666667,30
500,0.7,0,M0,0.7,M5,1.0232911760665384,0.818245308646278,0.8833333333333333,0.25,0.7833333333333333,6
500,0.7,0,M0,0.7,M6,1.0276645990108166,0.8211055427230947,0.19999999999999998,0.8428571428571429,0.7999999999999999,7
500,0.7,0,M0,0.7,M7,1.02149451005593,0.8179246710395282,0.7,0.9,0.9,1
500,0.7,0,M0,0.8,M0,1.0193118785950113,0.8136291599912594,0.19236641221374046,0.25419847328244277,0.22061068702290076,131
500,0.7,0,M0,0.8,M1,1.0231422551195213,0.8168655538448137,0.8928571428571429,0.15714285714285714,0.22857142857142856,14
500,0.7,0,M0,0.8,M2,1.023042504824781,0.8163205723479615,0.18636363636363637,0.9136363636363637,0.23636363636363636,22
500,0.7,0,M0,0.8,M3,1.024145382310855,0.8167634776328767,0.16538461538461538,0.16923076923076924,0.9307692307692308,26
500,0.7,0,M0,0.8,M5,1.019824263542956,0.8141929595008389,0.9666666666666667,0.26666666666666666,0.8333333333333334,3
500,0.7,0,M0,0.8,M6,1.026417704247542,0.8206206295547157,0.25,0.9,0.925,4
500,0.7,0,M6,0.6,M2,1.0334150383575673,0.8238162580954895,0.16363636363636364,0.990909090909091,0.2545454545454545,11
500,0.7,0,M6,0.6,M3,1.0348516319602932,0.8258979273000188,0.24736842105263157,0.3,0.9526315789473684,19
500,0.7,0,M6,0.6,M4,1.0345533534651639,0.8245090572833645,0.9125,0.975,0.3375,8
500,0.7,0,M6,0.6,M5,1.0321605572018162,0.8242802195045674,0.8615384615384616,0.3230769230769231,0.9846153846153847,13
500,0.7,0,M6,0.6,M6,1.0274607458239118,0.8196275284681014,0.1324561403508772,0.9271929824561403,0.9543859649122807,114
500,0.7,0,M6,0.6,M7,1.0273445273111226,0.8196879423307617,0.7942857142857143,0.9657142857142857,0.9457142857142857,35
500,0.7,0,M6,0.7,M2,1.0324530224544257,0.8233971704158113,0.15384615384615385,0.9923076923076923,0.3076923076923077,13
500,0.7,0,M6,0.7,M3,1.035423180184001,0.8255757272634456,0.23043478260869565,0.34347826086956523,0.9478260869565217,23
500,0.7,0,M6,0.7,M4,1.0345533534651639,0.8245090572833645,0.9125,0.975,0.3375,8
500,0.7,0,M6,0.7,M5,1.0315189540864829,0.8237935358609558,0.8692307692307693,0.3384615384615385,1,13
500,0.7,0,M6,0.7,M6,1.0274876774031934,0.8196966486896824,0.1683760683760684,0.9376068376068376,0.9598290598290599,117
500,0.7,0,M6,0.7,M7,1.0277698166384692,0.8202135267721024,0.8576923076923078,0.9769230769230769,0.9423076923076923,26
500,0.7,0,M6,0.8,M0,1.0292017883070261,0.8168755657276531,0.4,0.3,0.7,1
500,0.7,0,M6,0.8,M2,1.0334362086892601,0.8246979795663216,0.19473684210526315,0.9842105263157894,0.43157894736842106,19
500,0.7,0,M6,0.8,M3,1.036260850805772,0.8270368051590892,0.24444444444444444,0.4583333333333333,0.9722222222222222,36
500,0.7,0,M6,0.8,M4,1.0343941095964824,0.8244885723877684,0.9,0.9777777777777777,0.37777777777777777,9
500,0.7,0,M6,0.8,M5,1.0318566319056282,0.8242934024328225,0.92,0.32,1,10
500,0.7,0,M6,0.8,M6,1.0272660063283425,0.8193068542617803,0.19245283018867926,0.9622641509433962,0.9669811320754718,106
500,0.7,0,M6,0.8,M7,1.027041035154634,0.8193370471846414,0.9105263157894737,0.9789473684210527,0.9736842105263158,19
500,0.7,0,M7,0.6,M2,1.0409462457477674,0.8314100681496158,0.16666666666666669,1,0.23333333333333334,3
500,0.7,0,M7,0.6,M3,1.05454925434086,0.8416003641251333,0.25,0.3,1,2
500,0.7,0,M7,0.6,M4,1.0326461767629551,0.8230015918892234,0.9400000000000001,0.9733333333333334,0.18666666666666668,15
500,0.7,0,M7,0.6,M5,1.0366439982012143,0.8264378015226054,0.9904761904761905,0.30952380952380953,0.9952380952380953,21
500,0.7,0,M7,0.6,M6,1.0330280168245185,0.8249270383591787,0.24615384615384617,0.9615384615384616,0.9576923076923077,26
500,0.7,0,M7,0.6,M7,1.0285889215389517,0.820553625448342,0.912781954887218,0.937593984962406,0.943609022556391,133
500,0.7,0,M7,0.7,M2,1.040824354614279,0.8320846270941289,0.23333333333333334,1,0.35,6
500,0.7,0,M7,0.7,M3,1.05454925434086,0.8416003641251333,0.25,0.3,1,2
500,0.7,0,M7,0.7,M4,1.0335988427541463,0.823984795432643,0.968421052631579,0.9789473684210527,0.29473684210526313,19
500,0.7,0,M7,0.7,M5,1.0367781697740965,0.8266702291149948,0.9925925925925926,0.37407407407407406,0.9666666666666667,27
500,0.7,0,M7,0.7,M6,1.0323726202393286,0.8243306278859122,0.340625,0.95625,0.984375,32
500,0.7,0,M7,0.7,M7,1.0286716390060284,0.8205382242321355,0.9271929824561403,0.9517543859649122,0.9605263157894737,114
500,0.7,0,M7,0.8,M1,1.04567535671139,0.8326175147121766,1,0.6499999999999999,0.39999999999999997,2
500,0.7,0,M7,0.8,M2,1.040824354614279,0.8320846270941289,0.23333333333333334,1,0.35,6
500,0.7,0,M7,0.8,M3,1.0492827366320334,0.8370458174967459,0.3,0.43333333333333335,1,3
500,0.7,0,M7,0.8,M4,1.034892533222339,0.8252816977711733,0.9615384615384616,0.9923076923076923,0.4269230769230769,26
500,0.7,0,M7,0.8,M5,1.0360817634026571,0.8262887924456526,0.9857142857142858,0.4514285714285714,0.9771428571428572,35
500,0.7,0,M7,0.8,M6,1.0329813064311766,0.8246151644613936,0.42,0.97,0.9825,40
500,0.7,0,M7,0.8,M7,1.0283390552543132,0.8202528077324129,0.9443181818181818,0.9704545454545455,0.9806818181818182,88
500,0.7,0.4,M0,0.6,M0,1.0225422207183004,0.8163841963063833,0.136,0.192,0.17733333333333334,75
500,0.7,0.4,M0,0.6,M1,1.0237595926430572,0.8164825704027077,0.81875,0.14375,0.11875000000000001,16
500,0.7,0.4,M0,0.6,M2,1.0195039349765742,0.8132760942731194,0.17446808510638298,0.8106382978723404,0.16382978723404257,47
500,0.7,0.4,M0,0.6,M3,1.0174296956181752,0.8116122650397913,0.12439024390243902,0.13658536585365855,0.7975609756097561,41
500,0.7,0.4,M0,0.6,M4,1.0151874214082677,0.8089801898513925,0.7666666666666666,0.7333333333333333,0.18333333333333335,6
500,0.7,0.4,M0,0.6,M5,1.0218253555781007,0.8157151237613978,0.8181818181818182,0.11818181818181818,0.8090909090909091,11
500,0.7,0.4,M0,0.6,M6,1.021165187203079,0.8185638184854864,0.1,0.6333333333333333,0.7666666666666666,3
500,0.7,0.4,M0,0.6,M7,1.0354020778267512,0.8275055450857018,0.7,1,0.6,1
500,0.7,0.4,M0,0.7,M0,1.0220929743528975,0.8159538088228316,0.14791666666666667,0.20833333333333334,0.240625,96
500,0.7,0.4,M0,0.7,M1,1.0248831300177978,0.8175431751510034,0.85,0.1875,0.15,16
500,0.7,0.4,M0,0.7,M2,1.019036344815425,0.8124478291622198,0.1813953488372093,0.8325581395348837,0.1511627906976744,43
500,0.7,0.4,M0,0.7,M3,1.017575659236381,0.8122075134900436,0.1625,0.153125,0.871875,32
500,0.7,0.4,M0,0.7,M4,1.0204347489552914,0.8139968229551443,0.8,0.82,0.32,5
500,0.7,0.4,M0,0.7,M5,1.0186778099674316,0.8130450069133185,0.8857142857142858,0.07142857142857144,0.8571428571428572,7
500,0.7,0.4,M0,0.7,M6,1.0148204162955226,0.8138672549689986,0.2,0.7,1,1
500,0.7,0.4,M0,0.8,M0,1.0211021304885848,0.815127727742531,0.18387096774193548,0.2701612903225806,0.2532258064516129,124
500,0.7,0.4,M0,0.8,M1,1.0258096843759323,0.8178492897871885,0.8928571428571429,0.25,0.21428571428571427,14
500,0.7,0.4,M0,0.8,M2,1.0191916079480785,0.8126075489686694,0.18620689655172415,0.906896551724138,0.16551724137931034,29
500,0.7,0.4,M0,0.8,M3,1.0188532287878875,0.8128026979952222,0.1576923076923077,0.16153846153846155,0.9230769230769231,26
500,0.7,0.4,M0,0.8,M4,1.0344707738141932,0.825751771401181,1,1,0,1
500,0.7,0.4,M0,0.8,M5,1.0177263784321626,0.8127517587400691,0.9,0.08333333333333334,0.8833333333333333,6
500,0.7,0.4,M6,0.6,M2,1.0325034389742045,0.8220912513818613,0.15714285714285714,1,0.2285714285714286,14
500,0.7,0.4,M6,0.6,M3,1.0289213044611794,0.8218969032858262,0.15263157894736842,0.2789473684210526,0.9947368421052631,19
500,0.7,0.4,M6,0.6,M4,1.038297128212911,0.8284026150284,0.8857142857142857,0.9142857142857143,0.3,7
500,0.7,0.4,M6,0.6,M5,1.0351250288727616,0.825841685108059,0.8666666666666667,0.24166666666666667,0.9833333333333334,12
500,0.7,0.4,M6,0.6,M6,1.027258361849345,0.8194159981018866,0.17203389830508475,0.9508474576271186,0.940677966101695,118
500,0.7,0.4,M6,0.6,M7,1.0249893848314913,0.8168907774128041,0.85,0.9233333333333333,0.93,30
500,0.7,0.4,M6,0.7,M2,1.0361408149680575,0.8256103949896119,0.15789473684210525,0.9894736842105263,0.3157894736842105,19
500,0.7,0.4,M6,0.7,M3,1.0304395774051716,0.8228434528259408,0.20416666666666666,0.3125,0.9875,24
500,0.7,0.4,M6,0.7,M4,1.0326674835262748,0.8237319423466802,0.9428571428571428,0.9428571428571428,0.32857142857142857,7
500,0.7,0.4,M6,0.7,M5,1.0343767836013695,0.8252276210912891,0.9,0.2818181818181818,0.9545454545454546,11
500,0.7,0.4,M6,0.7,M6,1.0265697813661743,0.8187518596948917,0.18869565217391304,0.9556521739130435,0.9539130434782609,115
500,0.7,0.4,M6,0.7,M7,1.026580130494886,0.8183076244798424,0.8916666666666667,0.9416666666666667,0.9458333333333333,24
500,0.7,0.4,M6,0.8,M0,1.0356857755315056,0.8241294897467805,0.7,0.6,0.7,1
500,0.7,0.4,M6,0.8,M1,1.062609909074284,0.8490843695979301,1,0.7,0.5,1
500,0.7,0.4,M6,0.8,M2,1.035048889710345,0.8252249210635617,0.15,0.9892857142857143,0.4392857142857143,28
500,0.7,0.4,M6,0.8,M3,1.0300190625704646,0.822507216489397,0.2064516129032258,0.39999999999999997,0.9903225806451613,31
500,0.7,0.4,M6,0.8,M4,1.0322873743552194,0.8232724333464955,0.9428571428571428,0.9857142857142858,0.35714285714285715,7
500,0.7,0.4,M6,0.8,M5,1.037097630604249,0.827764304173236,0.9272727272727272,0.2909090909090909,0.9818181818181818,11
500,0.7,0.4,M6,0.8,M6,1.026805259321246,0.8188721888685793,0.21165048543689322,0.9699029126213592,0.9718446601941748,103
500,0.7,0.4,M6,0.8,M7,1.0254957924786219,0.8169095637012663,0.9222222222222223,0.95,0.9611111111111111,18
500,0.7,0.4,M7,0.6,M1,1.0656332718463908,0.8511830034042606,1,0.5,0.3,1
500,0.7,0.4,M7,0.6,M2,1.0507461495974066,0.839629962842265,0.3,1,0,1
500,0.7,0.4,M7,0.6,M3,1.0487531926260965,0.8357924620189405,0.4,0,1,1
500,0.7,0.4,M7,0.6,M4,1.0337549311304806,0.8242716484415266,0.8823529411764706,0.9705882352941176,0.23529411764705882,17
500,0.7,0.4,M7,0.6,M5,1.0377292563614677,0.8281592401056286,0.9555555555555556,0.2611111111111111,0.9777777777777777,18
500,0.7,0.4,M7,0.6,M6,1.0350200377529652,0.825544545815095,0.2342857142857143,0.96,0.9514285714285714,35
500,0.7,0.4,M7,0.6,M7,1.0276324028038222,0.8201320680227271,0.9039370078740158,0.9574803149606299,0.9338582677165355,127
500,0.7,0.4,M7,0.7,M1,1.0629120283723035,0.848976323328429,1,0.5,0.44999999999999996,2
500,0.7,0.4,M7,0.7,M2,1.046977712732671,0.8369923101514536,0.39999999999999997,1,0.19999999999999998,3
500,0.7,0.4,M7,0.7,M3,1.0476876509147561,0.8321530740230059,0.45,0.3,1,2
500,0.7,0.4,M7,0.7,M4,1.0340382182071095,0.8244065131879549,0.9,0.975,0.32,20
500,0.7,0.4,M7,0.7,M5,1.0358727779897088,0.8266257203182602,0.9555555555555556,0.26666666666666666,1,18
500,0.7,0.4,M7,0.7,M6,1.0346247491399998,0.8256359053891186,0.3116279069767442,0.9697674418604652,0.9627906976744186,43
500,0.7,0.4,M7,0.7,M7,1.0276080223900907,0.8200113578766299,0.9303571428571429,0.9580357142857143,0.9419642857142857,112
500,0.7,0.4,M7,0.8,M1,1.0478666427336578,0.8354229277647878,1,0.6,0.39999999999999997,4
500,0.7,0.4,M7,0.8,M2,1.0449068895474216,0.8337592957729103,0.5874999999999999,0.9875,0.3875,8
500,0.7,0.4,M7,0.8,M3,1.042132697830273,0.8297944570868353,0.5428571428571428,0.5285714285714286,1,7
500,0.7,0.4,M7,0.8,M4,1.0347620119566383,0.8259094424319381,0.9400000000000001,0.995,0.40499999999999997,20
500,0.7,0.4,M7,0.8,M5,1.0340540870276178,0.8250971194959626,0.9888888888888889,0.28888888888888886,1,18
500,0.7,0.4,M7,0.8,M6,1.0342996817262027,0.8254661474154908,0.3962264150943396,0.9830188679245283,0.9584905660377359,53
500,0.7,0.4,M7,0.8,M7,1.0280986570088602,0.8203708747632423,0.9644444444444444,0.9633333333333334,0.9577777777777778,90
500,0.85,0,M0,0.6,M0,1.012632788155122,0.808046857453882,0.13163265306122449,0.16020408163265307,0.12653061224489795,98
500,0.85,0,M0,0.6,M1,1.0133749811294999,0.8088911672016434,0.75625,0.13125,0.115625,32
500,0.85,0,M0,0.6,M2,1.0140345712972463,0.8084491981493298,0.11111111111111112,0.7666666666666666,0.1925925925925926,27
500,0.85,0,M0,0.6,M3,1.014911833784926,0.8101062845163726,0.1413793103448276,0.13448275862068965,0.7724137931034483,29
500,0.85,0,M0,0.6,M4,1.0143788336378008,0.811202169002082,0.78,0.86,0.2,5
500,0.85,0,M0,0.6,M5,1.0182279667617202,0.8147868063147573,0.8,0.14,0.78,5
500,0.85,0,M0,0.6,M6,1.0222422697473295,0.8162492572695101,0.06666666666666667,0.7,0.6333333333333333,3
500,0.85,0,M0,0.6,M7,1.0239951066764676,0.8152957112885666,0.9,0.8,0.7,1
500,0.85,0,M0,0.7,M0,1.012595904057201,0.8079740490566807,0.16885245901639345,0.16639344262295083,0.16639344262295083,122
500,0.85,0,M0,0.7,M1,1.0129148888909336,0.8088929117855672,0.8318181818181818,0.15454545454545454,0.10909090909090909,22
500,0.85,0,M0,0.7,M2,1.0145829366036276,0.8090017505655938,0.11923076923076924,0.7884615384615384,0.2423076923076923,26
500,0.85,0,M0,0.7,M3,1.0158590621350907,0.8114128130969392,0.19545454545454546,0.16818181818181818,0.8409090909090909,22
500,0.85,0,M0,0.7,M4,1.01418171963047,0.8108232108242417,0.825,0.9,0.125,4
500,0.85,0,M0,0.7,M5,1.022361619710629,0.8161266688264391,0.9,0.03333333333333333,0.8333333333333334,3
500,0.85,0,M0,0.7,M7,1.0239951066764676,0.8152957112885666,0.9,0.8,0.7,1
500,0.85,0,M0,0.8,M0,1.0124772955224002,0.8078536388901342,0.1912162162162162,0.21756756756756757,0.19054054054054054,148
500,0.85,0,M0,0.8,M1,1.011838141821799,0.8078364606534458,0.9071428571428571,0.10714285714285715,0.1,14
500,0.85,0,M0,0.8,M2,1.0159221963882574,0.8109565355713595,0.18666666666666668,0.88,0.21333333333333335,15
500,0.85,0,M0,0.8,M3,1.0152383431491872,0.8108495057674967,0.22941176470588234,0.16470588235294117,0.8823529411764706,17
500,0.85,0,M0,0.8,M4,1.0155833820331477,0.8107830783539648,0.9333333333333333,0.8666666666666667,0.3,3
500,0.85,0,M0,0.8,M5,1.022361619710629,0.8161266688264391,0.9,0.03333333333333333,0.8333333333333334,3
500,0.85,0,M6,0.6,M2,1.0278540348883127,0.8200564488191914,0.2181818181818182,0.9818181818181818,0.34545454545454546,11
500,0.85,0,M6,0.6,M3,1.0288194991473507,0.8194866420686847,0.1375,0.275,1,8
500,0.85,0,M6,0.6,M4,1.0280268252255724,0.8172565748392572,0.8333333333333334,0.9,0.4,3
500,0.85,0,M6,0.6,M5,1.0248751482465461,0.8158793867027285,0.9,0.1,1,1
500,0.85,0,M6,0.6,M6,1.0190128811734067,0.8128975749782654,0.15069444444444444,0.9527777777777778,0.9465277777777777,144
500,0.85,0,M6,0.6,M7,1.0192228950256992,0.8124607240283478,0.7757575757575758,0.9484848484848485,0.9363636363636364,33
500,0.85,0,M6,0.7,M2,1.0268880631747792,0.8191535494970874,0.2058823529411765,0.9764705882352941,0.43529411764705883,17
500,0.85,0,M6,0.7,M3,1.0317981791024893,0.8225387683597992,0.21666666666666667,0.3833333333333333,1,12
500,0.85,0,M6,0.7,M4,1.0249635144386753,0.8160601223671238,0.8250000000000001,0.9,0.45,4
500,0.85,0,M6,0.7,M5,1.028183806909603,0.8178422379973025,0.9,0.35,0.95,2
500,0.85,0,M6,0.7,M6,1.018667167322875,0.8125885877807768,0.17430555555555555,0.9638888888888889,0.9576388888888889,144
500,0.85,0,M6,0.7,M7,1.019226542114742,0.8123242501522931,0.8523809523809524,0.9523809523809524,0.9619047619047619,21
500,0.85,0,M6,0.8,M1,1.0409003424716858,0.8263878416392062,0.9,0.7,0.2,1
500,0.85,0,M6,0.8,M2,1.0272588033695351,0.8194834197974264,0.18947368421052632,0.9736842105263158,0.4631578947368421,19
500,0.85,0,M6,0.8,M3,1.0331386709658095,0.8238383325220148,0.19411764705882353,0.4764705882352941,0.9882352941176471,17
500,0.85,0,M6,0.8,M4,1.0254657263403635,0.8181804925719687,0.86,0.96,0.6,5
500,0.85,0,M6,0.8,M5,1.028183806909603,0.8178422379973025,0.9,0.35,0.95,2
500,0.85,0,M6,0.8,M6,1.0181080808635752,0.8121459020374735,0.1993006993006993,0.9741258741258741,0.9629370629370629,143
500,0.85,0,M6,0.8,M7,1.020751593527467,0.812591795993416,0.9076923076923077,0.9384615384615385,0.9846153846153847,13
500,0.85,0,M7,0.6,M1,1.036406061063044,0.8267052237619167,0.9,0.5,0.5,1
500,0.85,0,M7,0.6,M2,1.0189764570438846,0.8102169945281557,0.15,1,0.45,2
500,0.85,0,M7,0.6,M4,1.0228165217811076,0.816995742254248,0.97,0.98,0.23,10
500,0.85,0,M7,0.6,M5,1.0254175463081316,0.817130782169008,0.9933333333333333,0.23333333333333334,0.9933333333333333,15
500,0.85,0,M7,0.6,M6,1.027444367788391,0.8196996588922199,0.2392857142857143,0.9714285714285714,0.9678571428571429,28
500,0.85,0,M7,0.6,M7,1.0191975343900472,0.8137998071425957,0.9173611111111111,0.9493055555555555,0.9444444444444444,144
500,0.85,0,M7,0.7,M1,1.036406061063044,0.8267052237619167,0.9,0.5,0.5,1
500,0.85,0,M7,0.7,M2,1.0303264819119502,0.8193737079738651,0.38,1,0.54,5
500,0.85,0,M7,0.7,M4,1.0270990097131383,0.8206280024549628,0.975,0.9875,0.36875,16
500,0.85,0,M7,0.7,M5,1.0260650407147764,0.8173345855699311,0.98,0.325,0.99,20
500,0.85,0,M7,0.7,M6,1.0281061304876906,0.8203542654669029,0.3,0.9757575757575757,0.9818181818181818,33
500,0.85,0,M7,0.7,M7,1.0184196146986897,0.8133663829498236,0.9336,0.9576,0.9632000000000001,125
500,0.85,0,M7,0.8,M1,1.036406061063044,0.8267052237619167,0.9,0.5,0.5,1
500,0.85,0,M7,0.8,M2,1.0303264819119502,0.8193737079738651,0.38,1,0.54,5
500,0.85,0,M7,0.8,M3,1.0449576300668597,0.8291675618861811,0.4,0.7,1,1
500,0.85,0,M7,0.8,M4,1.026549318237057,0.819759298299305,0.9631578947368421,0.9894736842105263,0.42105263157894735,19
500,0.85,0,M7,0.8,M5,1.0255656736695788,0.8177883876211162,0.975,0.4321428571428571,0.9857142857142858,28
500,0.85,0,M7,0.8,M6,1.0272379387083086,0.8202594422163854,0.4068181818181818,0.9795454545454545,0.9818181818181818,44
500,0.85,0,M7,0.8,M7,1.0185283726694392,0.8133557379579769,0.9598039215686275,0.9754901960784313,0.9676470588235294,102
500,0.85,0.4,M0,0.6,M0,1.0128867429460728,0.8081883297600055,0.12868852459016394,0.14098360655737704,0.15245901639344261,122
500,0.85,0.4,M0,0.6,M1,1.0172462412130285,0.8115735570957824,0.7888888888888889,0.18333333333333335,0.20555555555555557,18
500,0.85,0.4,M0,0.6,M2,1.0175148384352661,0.8125495300005305,0.12692307692307692,0.7538461538461538,0.17692307692307693,26
500,0.85,0.4,M0,0.6,M3,1.015632073376962,0.8104795261976762,0.09545454545454546,0.18181818181818182,0.7272727272727273,22
500,0.85,0.4,M0,0.6,M4,1.0139683955721652,0.8092350208202658,0.8,0.7333333333333333,0.03333333333333333,3
500,0.85,0.4,M0,0.6,M5,1.0095538154792514,0.8043474853828335,0.72,0.12,0.8,5
500,0.85,0.4,M0,0.6,M6,1.0123239616054087,0.8076373279896013,0.1,0.825,0.725,4
500,0.85,0.4,M0,0.7,M0,1.0134749071222746,0.8087366118622025,0.13586206896551725,0.17793103448275863,0.1910344827586207,145
500,0.85,0.4,M0,0.7,M1,1.014843566080623,0.8097341198233898,0.8333333333333334,0.18666666666666668,0.22,15
